,age,workclass,education,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,over50k
18443,54, Private, 11th, Divorced, Craft-repair, Own-child, White, Female,0,0,50, United-States, >50K
18444,36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18445,50, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
18446,26, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States, <=50K
18447,47, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
18448,36, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,37, United-States, <=50K
18449,32, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
18450,21, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
18451,30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
18452,34, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, Mexico, <=50K
18453,51, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,45, Columbia, <=50K
18454,55, Self-emp-not-inc, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
18455,43, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
18456,37, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
18457,28, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
18458,39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
18459,35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18460,59, ?, Masters, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States, <=50K
18461,26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,36, United-States, <=50K
18462,68, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,3818,0,40, United-States, <=50K
18463,46, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,0,2824,40, United-States, >50K
18464,21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,37, United-States, <=50K
18465,23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
18466,17, Private, 10th, Married-civ-spouse, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
18467,23, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
18468,34, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,15, United-States, <=50K
18469,33, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18470,31, Private, Assoc-acdm, Separated, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
18471,31, ?, Bachelors, Married-civ-spouse, ?, Wife, White, Female,4064,0,30, Canada, <=50K
18472,56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18473,21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
18474,45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,1590,40, Japan, <=50K
18475,41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States, >50K
18476,26, Private, 10th, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
18477,41, Private, 11th, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
18478,46, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
18479,47, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18480,43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
18481,35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
18482,44, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
18483,58, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,30, United-States, >50K
18484,25, Private, Assoc-acdm, Divorced, Tech-support, Own-child, White, Female,0,1594,25, United-States, <=50K
18485,44, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
18486,57, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,42, United-States, <=50K
18487,24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
18488,38, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
18489,33, Private, 7th-8th, Divorced, Handlers-cleaners, Not-in-family, White, Male,2176,0,35, United-States, <=50K
18490,25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
18491,33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,84, United-States, >50K
18492,50, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,52, United-States, >50K
18493,35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5178,0,50, United-States, >50K
18494,36, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,55, United-States, >50K
18495,27, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
18496,22, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
18497,30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18498,90, Private, Masters, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
18499,39, Private, HS-grad, Separated, Other-service, Other-relative, Black, Male,0,0,40, United-States, <=50K
18500,34, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
18501,39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
18502,19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,4, United-States, <=50K
18503,19, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18504,29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18505,66, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,2290,0,30, Hungary, <=50K
18506,38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
18507,44, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
18508,34, Self-emp-not-inc, 7th-8th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
18509,35, State-gov, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
18510,29, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
18511,22, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
18512,33, ?, Some-college, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
18513,73, Private, Assoc-voc, Widowed, Prof-specialty, Not-in-family, White, Male,25124,0,60, United-States, >50K
18514,35, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2377,40, United-States, <=50K
18515,41, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
18516,27, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,50, United-States, <=50K
18517,25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
18518,47, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,1564,51, United-States, >50K
18519,36, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,35, United-States, >50K
18520,36, Private, 1st-4th, Widowed, Other-service, Other-relative, White, Female,0,0,20, Mexico, <=50K
18521,25, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
18522,37, Private, 11th, Divorced, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, <=50K
18523,26, Local-gov, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
18524,53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,40, United-States, <=50K
18525,36, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
18526,30, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,4787,0,45, United-States, >50K
18527,53, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
18528,37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
18529,41, State-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
18530,53, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,55, United-States, <=50K
18531,23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,32, United-States, <=50K
18532,28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
18533,53, Local-gov, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
18534,32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, >50K
18535,33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
18536,27, Private, HS-grad, Never-married, Sales, Other-relative, Black, Female,0,0,32, Dominican-Republic, <=50K
18537,52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
18538,31, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, United-States, <=50K
18539,27, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
18540,44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,3137,0,30, United-States, <=50K
18541,37, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
18542,39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
18543,18, Private, 12th, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
18544,42, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
18545,49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18546,35, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,36, United-States, <=50K
18547,43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,99, United-States, <=50K
18548,43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
18549,31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18550,27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18551,46, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18552,54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
18553,37, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Jamaica, >50K
18554,53, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,4386,0,40, United-States, >50K
18555,26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Philippines, <=50K
18556,59, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
18557,36, Federal-gov, Some-college, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18558,32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
18559,53, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18560,26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
18561,35, Private, HS-grad, Married-AF-spouse, Other-service, Wife, White, Female,0,0,40, United-States, >50K
18562,48, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18563,30, Local-gov, Some-college, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18564,38, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K
18565,58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,10, United-States, >50K
18566,44, Private, HS-grad, Married-spouse-absent, Transport-moving, Not-in-family, Other, Male,0,0,32, Canada, <=50K
18567,30, Private, Assoc-voc, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
18568,68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, United-States, <=50K
18569,26, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
18570,26, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
18571,41, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
18572,48, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,47, United-States, <=50K
18573,55, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,37, United-States, <=50K
18574,41, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,50, United-States, >50K
18575,52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, <=50K
18576,24, ?, HS-grad, Married-civ-spouse, ?, Wife, White, Female,0,0,40, Mexico, <=50K
18577,31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
18578,54, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, United-States, >50K
18579,31, Self-emp-not-inc, Masters, Separated, Tech-support, Not-in-family, White, Female,0,0,25, United-States, <=50K
18580,31, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
18581,47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18582,40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18583,46, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
